LLIW,SubjVertMo,LoLevMoistAd,N0_7muVerMo,WndHodograph,MorningBound,LIfr12ZDENSd,IRCloudCover,Date,QGVertMotion,SatContMoist,AMInstabMt,MorningCIN,RaoContMoist,AMDewptCalPl,VISCloudCov,LatestCIN,CurPropConv,CombVerMo,InsChange,Boundaries,OutflowFrMt,CldShadeConv,AMInsWliScen,CombClouds,Scenario,CombMoisture,InsInMt,AMCINInScen,PlainsFcst,AreaMeso_ALS,InsSclInScen,CompPlFcst,CldShadeOth,MeanRH,WindFieldMt,SynForcng,ScenRel3_4,WindAloft,ScenRelAMIns,Dewpoints,LowLLapse,MvmtFeatures,SfcWndShfDis,RHRatio,MidLLapse,ScnRelPlFcst,WindFieldPln,ScenRelAMCIN,TempDis,AreaMoDryAir,MountainFcst,CapInScen,N34StarFcst,CapChange,R5Fcst
Unfavorable,StronUp,Negative,StrongUp,StrongWest,None,N5GtLIGt_8,PC,Aug20_Sep15,Neutral,Neutral,Strong,Stifling,Neutral,Neutral,PC,PartInhibit,None,StrongUp,Decreasing,None,Strong,None,MoreUnstable,PC,C,Neutral,Strong,Average,NIL,StrongUp,MoreUnstable,DecCapIncIns,Cloudy,Average,LVorOther,SigPositive,ACEFK,AllElse,CDEJ,LowNHighS,Steep,MarkedUpper,E_W_N,Other,Steep,C,LV,CThruK,None,Dry,SVR,Average,NIL,Decreasing,SVR
Strong,Neutral,Neutral,Down,DCVZFavor,None,N1GtLIGt_4,PC,Jul16_Aug10,Neutral,Dry,Strong,PartInhibit,Dry,Instability,PC,PartInhibit,Slight,Neutral,Decreasing,None,Weak,None,MoreUnstable,PC,E,VeryWet,Strong,LessThanAve,NIL,Neutral,MoreUnstable,IncCapDecIns,PC,Average,Westerly,NegToPos,ACEFK,SWQuad,CDEJ,LowSHighN,CloseToDryAd,OtherRapid,E_W_S,MoistMDryL,Steep,E,WidespdDnsl,CThruK,QStationary,Wet,SIG,LessThanAve,NIL,Increasing,SIG
Moderate,StronUp,Neutral,StrongUp,Westerly,Strong,N1GtLIGt_4,Cloudy,Jun15_Jul1,Neutral,Dry,None,PartInhibit,Neutral,Stability,Clear,None,Moderate,StrongUp,Decreasing,None,None,Marked,LessUnstable,Clear,G,,None,LessThanAve,SIG,StrongUp,LessUnstable,IncCapDecIns,PC,Dry,LVorOther,SigNegative,GJ,LV,G,LowEvrywhere,Steep,NoMajor,DryLine,MoistMDryL,CloseToDryAd,G,WidespdDnsl,CThruK,Other,Dry,NIL,LessThanAve,SVR,Increasing,SVR
Moderate,WeakUp,Neutral,Neutral,Westerly,Weak,N5GtLIGt_8,Clear,Jun15_Jul1,Neutral,Dry,Strong,None,Wet,Stability,PC,None,Moderate,Neutral,LittleChange,None,None,None,MoreUnstable,Clear,J,Neutral,Strong,LessThanAve,NIL,Neutral,MoreUnstable,IncCapDecIns,Clear,Dry,LVorOther,LittleChange,GJ,LV,CDEJ,LowAtStation,Steep,NoMajor,DryLine,Other,Steep,J,SEQuad,CThruK,None,VeryWet,NIL,LessThanAve,NIL,Increasing,NIL
Moderate,Neutral,WeakPos,Down,Other,None,N1GtLIGt_4,Clear,Aug20_Sep15,StrongUp,Wet,None,PartInhibit,Dry,Neutral,Clear,Stifling,Slight,Neutral,Increasing,Weak,None,None,LessUnstable,Clear,K,Wet,None,LessThanAve,SVR,Neutral,MoreUnstable,LittleChange,PC,Dry,Westerly,NegToPos,ACEFK,AllElse,K,LowNHighS,Stable,StrongFront,E_W_N,DryMMoistL,ModerateOrLe,K,LongAnticyc,CThruK,Moving,Wet,NIL,LessThanAve,SVR,LittleChange,SVR
Strong,WeakUp,Negative,WeakUp,Westerly,None,LIGt0,Cloudy,Aug20_Sep15,Down,Neutral,None,None,Neutral,Stability,PC,None,Strong,Neutral,LittleChange,Weak,None,None,LessUnstable,Cloudy,G,Neutral,None,LessThanAve,SIG,Neutral,LessUnstable,LittleChange,Cloudy,Dry,Westerly,PosToNeg,GJ,AllElse,G,LowAtStation,CloseToDryAd,NoMajor,DryLine,Other,CloseToDryAd,G,WidespdDnsl,CThruK,None,Neutral,NIL,LessThanAve,SIG,LittleChange,SIG
Weak,Neutral,WeakPos,WeakUp,DCVZFavor,Weak,N1GtLIGt_4,PC,Jul16_Aug10,WeakUp,VeryWet,Weak,PartInhibit,Dry,Neutral,Clear,Stifling,None,WeakUp,Increasing,Weak,Weak,None,MoreUnstable,Clear,J,VeryWet,Strong,MoreThanAve,NIL,WeakUp,MoreUnstable,LittleChange,PC,Average,LVorOther,LittleChange,GJ,LV,CDEJ,LowEvrywhere,ModerateOrLe,NoMajor,DryLine,MoistMDryL,ModerateOrLe,J,DenvCyclone,CThruK,None,Wet,SVR,MoreThanAve,NIL,LittleChange,SVR
Moderate,Neutral,Negative,StrongUp,,None,LILt_8,PC,May15_Jun14,Neutral,Neutral,Strong,PartInhibit,Dry,Stability,PC,None,Moderate,Neutral,LittleChange,None,Weak,Some,MoreUnstable,PC,K,Neutral,Strong,LessThanAve,NIL,Neutral,MoreUnstable,IncCapDecIns,PC,Dry,Westerly,SigNegative,ACEFK,NWQuad,K,LowNHighS,Steep,MarkedUpper,MovingFtorOt,Other,CloseToDryAd,K,WidespdDnsl,CThruK,QStationary,Neutral,NIL,LessThanAve,NIL,,NIL
Moderate,Down,WeakPos,Neutral,StrongWest,None,N1GtLIGt_4,Cloudy,May15_Jun14,Neutral,Dry,None,PartInhibit,Neutral,Instability,Clear,PartInhibit,Slight,Neutral,Decreasing,None,Strong,None,MoreUnstable,PC,B,Neutral,None,Average,NIL,Neutral,LessUnstable,IncCapDecIns,Cloudy,VeryMoist,LVorOther,PosToNeg,B,AllElse,ABI,LowMtsHighPl,Steep,OtherRapid,E_W_S,MoistMDryL,CloseToDryAd,B,DenvCyclone,AB,None,Neutral,NIL,Average,NIL,Increasing,NIL
Strong,StronUp,WeakPos,Down,Westerly,Weak,LIGt0,Clear,Jul2_Jul15,Neutral,Neutral,Weak,None,Wet,,Clear,None,Strong,Neutral,Increasing,Weak,None,None,LessUnstable,Clear,A,VeryWet,Strong,LessThanAve,SIG,Neutral,LessUnstable,DecCapIncIns,Clear,Dry,LVorOther,NegToPos,ACEFK,SWQuad,ABI,Other,Stable,MarkedUpper,E_W_S,Other,CloseToDryAd,A,DenvCyclone,AB,Other,Wet,SVR,LessThanAve,SIG,Decreasing,SVR
Moderate,Neutral,Negative,Neutral,Westerly,None,N1GtLIGt_4,Clear,Aug20_Sep15,Down,Neutral,None,,Wet,Stability,PC,PartInhibit,Moderate,Down,Decreasing,Weak,None,Marked,MoreUnstable,Clear,K,Neutral,Weak,LessThanAve,SIG,Down,MoreUnstable,LittleChange,Clear,Dry,Westerly,SigPositive,ACEFK,AllElse,K,Other,Stable,OtherRapid,None,DryMMoistL,ModerateOrLe,K,WidespdDnsl,CThruK,Moving,Neutral,SVR,LessThanAve,SIG,LittleChange,SVR
Weak,Down,Neutral,Down,DCVZFavor,None,N5GtLIGt_8,Cloudy,Jul16_Aug10,Neutral,VeryWet,Weak,PartInhibit,Dry,Stability,Clear,TotalInhibit,None,Down,Decreasing,Strong,Weak,Some,Average,Clear,J,VeryWet,Strong,LessThanAve,NIL,Down,Average,LittleChange,Clear,Average,LVorOther,LittleChange,GJ,LV,CDEJ,LowMtsHighPl,ModerateOrLe,NoMajor,DryLine,MoistMDryL,CloseToDryAd,J,LV,CThruK,None,Wet,SIG,LessThanAve,NIL,LittleChange,SIG
Moderate,Down,Negative,WeakUp,Westerly,Weak,N5GtLIGt_8,PC,Aug11_Aug20,Neutral,Dry,Weak,PartInhibit,Neutral,Stability,Clear,None,Strong,Down,Decreasing,Weak,None,Marked,Average,Clear,E,Wet,Strong,Average,SIG,Down,LessUnstable,LittleChange,Clear,Average,Westerly,LittleChange,ACEFK,SWQuad,CDEJ,HighEvrywher,ModerateOrLe,OtherRapid,DryLine,MoistMDryL,ModerateOrLe,E,SEQuad,CThruK,None,Wet,SIG,Average,SIG,LittleChange,SIG
Strong,Down,Negative,Down,DCVZFavor,None,N1GtLIGt_4,Cloudy,Jul16_Aug10,Neutral,Neutral,None,None,Dry,Stability,Clear,None,Strong,Neutral,LittleChange,None,Weak,None,MoreUnstable,PC,B,Dry,None,LessThanAve,SIG,Neutral,MoreUnstable,IncCapDecIns,PC,VeryMoist,Westerly,LittleChange,B,NWQuad,ABI,LowMtsHighPl,Steep,NoMajor,MovingFtorOt,Other,Steep,B,LV,AB,Moving,Neutral,NIL,LessThanAve,SVR,Increasing,SVR
Moderate,Down,Negative,StrongUp,Other,Weak,N1GtLIGt_4,PC,May15_Jun14,Neutral,VeryWet,Weak,None,Neutral,Neutral,Cloudy,TotalInhibit,Slight,Neutral,LittleChange,None,None,Some,Average,PC,B,VeryWet,Strong,LessThanAve,NIL,Neutral,Average,IncCapDecIns,Cloudy,Average,Westerly,NegToPos,B,AllElse,ABI,LowAtStation,ModerateOrLe,MarkedUpper,None,Other,Steep,B,DenvCyclone,AB,None,VeryWet,SIG,LessThanAve,,Increasing,SIG
Weak,StronUp,Neutral,Neutral,Westerly,None,N1GtLIGt_4,Clear,May15_Jun14,Neutral,Wet,None,Stifling,Neutral,Neutral,Clear,PartInhibit,Slight,WeakUp,LittleChange,Weak,None,None,Average,Clear,C,Wet,None,MoreThanAve,SVR,WeakUp,Average,LittleChange,PC,Average,Westerly,NegToPos,ACEFK,NWQuad,CDEJ,LowEvrywhere,Steep,MarkedUpper,E_W_N,Other,ModerateOrLe,C,LongAnticyc,CThruK,None,Wet,NIL,MoreThanAve,SVR,LittleChange,SVR
Moderate,Neutral,Negative,StrongUp,StrongWest,None,N1GtLIGt_4,PC,May15_Jun14,StrongUp,VeryWet,Strong,PartInhibit,Wet,Stability,PC,PartInhibit,Strong,StrongUp,LittleChange,None,None,None,LessUnstable,PC,D,VeryWet,Strong,Average,SIG,StrongUp,LessUnstable,DecCapIncIns,Cloudy,Average,Westerly,SigPositive,D,NWQuad,CDEJ,LowMtsHighPl,Steep,OtherRapid,MovingFtorOt,Other,CloseToDryAd,D,SEQuad,CThruK,Moving,VeryWet,SIG,Average,SIG,Decreasing,SIG
Moderate,Neutral,WeakPos,StrongUp,Westerly,Weak,N5GtLIGt_8,Cloudy,Aug11_Aug20,Down,Dry,Strong,None,Neutral,Neutral,Clear,PartInhibit,None,WeakUp,Increasing,Weak,None,None,MoreUnstable,PC,J,Wet,Strong,LessThanAve,NIL,WeakUp,MoreUnstable,LittleChange,PC,Dry,LVorOther,LittleChange,GJ,LV,CDEJ,LowAtStation,ModerateOrLe,NoMajor,DryLine,MoistMDryL,Steep,J,SEQuad,,None,Neutral,SIG,LessThanAve,NIL,LittleChange,SIG
Weak,Neutral,Neutral,WeakUp,Westerly,Weak,N1GtLIGt_4,PC,Aug20_Sep15,Neutral,Wet,None,PartInhibit,Dry,Neutral,PC,PartInhibit,None,Neutral,Decreasing,Weak,None,None,MoreUnstable,PC,I,Neutral,None,LessThanAve,NIL,Neutral,Average,LittleChange,PC,Dry,LVorOther,SigPositive,HI,AllElse,ABI,LowSHighN,ModerateOrLe,NoMajor,E_W_S,DryMMoistL,CloseToDryAd,I,LV,CThruK,Moving,Neutral,NIL,LessThanAve,NIL,LittleChange,NIL
Moderate,StronUp,Negative,StrongUp,Westerly,Weak,LILt_8,Cloudy,Jul16_Aug10,Neutral,VeryWet,Strong,TotalInhibit,Dry,Stability,Clear,None,Strong,StrongUp,Decreasing,None,None,None,MoreUnstable,Cloudy,J,VeryWet,Strong,MoreThanAve,SIG,StrongUp,MoreUnstable,LittleChange,Cloudy,Average,LVorOther,LittleChange,GJ,LV,CDEJ,LowAtStation,ModerateOrLe,NoMajor,DryLine,Other,Steep,J,LV,CThruK,Other,VeryWet,SVR,MoreThanAve,SIG,LittleChange,SVR
Weak,StronUp,WeakPos,WeakUp,Westerly,None,LIGt0,Clear,Jul16_Aug10,Neutral,Neutral,Weak,PartInhibit,VeryWet,Stability,PC,None,Slight,WeakUp,Increasing,Weak,None,None,LessUnstable,PC,E,Neutral,Strong,Average,SVR,WeakUp,LessUnstable,DecCapIncIns,Clear,Average,Westerly,NegToPos,ACEFK,SWQuad,CDEJ,LowNHighS,ModerateOrLe,NoMajor,None,MoistMDryL,Steep,E,DenvCyclone,CThruK,None,Neutral,SVR,Average,SVR,Decreasing,SVR
Weak,StronUp,Neutral,Down,Westerly,None,N5GtLIGt_8,Cloudy,Jul16_Aug10,Down,Dry,Strong,TotalInhibit,Wet,Stability,Clear,PartInhibit,Slight,Down,LittleChange,Weak,None,None,MoreUnstable,PC,B,VeryWet,Strong,MoreThanAve,SVR,Down,MoreUnstable,IncCapDecIns,PC,Average,LVorOther,PosToNeg,B,AllElse,ABI,LowSHighN,Steep,MarkedUpper,DenvCyclone,DryMMoistL,CloseToDryAd,B,DenvCyclone,AB,None,Wet,SIG,MoreThanAve,SVR,Increasing,SVR
Weak,StronUp,Neutral,StrongUp,DCVZFavor,Weak,N5GtLIGt_8,PC,May15_Jun14,Neutral,Dry,Weak,PartInhibit,Wet,Stability,PC,PartInhibit,None,StrongUp,Decreasing,Strong,Weak,Marked,MoreUnstable,PC,C,VeryWet,Strong,Average,NIL,StrongUp,Average,LittleChange,Cloudy,Dry,LVorOther,SigPositive,ACEFK,NWQuad,CDEJ,LowEvrywhere,Steep,OtherRapid,E_W_N,Other,CloseToDryAd,C,WidespdDnsl,CThruK,None,VeryWet,SIG,Average,SIG,LittleChange,SIG
Weak,StronUp,Negative,Down,DCVZFavor,None,N5GtLIGt_8,PC,Jul16_Aug10,Neutral,Neutral,None,None,Neutral,Stability,Clear,PartInhibit,None,Neutral,LittleChange,Strong,Weak,None,MoreUnstable,PC,B,Wet,None,LessThanAve,NIL,Neutral,MoreUnstable,IncCapDecIns,PC,Dry,LVorOther,LittleChange,B,AllElse,ABI,LowAtStation,Stable,NoMajor,E_W_S,Other,CloseToDryAd,B,E_NE,AB,Other,Wet,NIL,LessThanAve,NIL,Increasing,NIL
Weak,Neutral,Negative,Neutral,Other,None,N1GtLIGt_4,Clear,Aug20_Sep15,Down,Neutral,Strong,PartInhibit,Neutral,Stability,PC,None,Slight,Neutral,Increasing,Weak,None,None,LessUnstable,Clear,H,Neutral,Strong,Average,NIL,Neutral,Average,DecCapIncIns,Clear,Average,LVorOther,PosToNeg,HI,AllElse,H,HighEvrywher,ModerateOrLe,NoMajor,MovingFtorOt,DryMMoistL,ModerateOrLe,H,E_NE,CThruK,Moving,Neutral,NIL,Average,NIL,Decreasing,NIL
Unfavorable,Neutral,WeakPos,Neutral,DCVZFavor,None,N1GtLIGt_4,Clear,Aug20_Sep15,Neutral,Neutral,Weak,PartInhibit,Dry,Neutral,Clear,PartInhibit,Slight,Neutral,Decreasing,Strong,Weak,Some,MoreUnstable,Clear,K,Dry,Strong,Average,SVR,Neutral,MoreUnstable,LittleChange,Clear,Dry,LVorOther,SigPositive,ACEFK,NWQuad,K,LowAtStation,ModerateOrLe,NoMajor,MovingFtorOt,Other,ModerateOrLe,K,WidespdDnsl,CThruK,Moving,Dry,SIG,Average,SVR,LittleChange,SVR
Strong,Neutral,WeakPos,WeakUp,StrongWest,None,N1GtLIGt_4,Clear,Jul16_Aug10,Neutral,Neutral,Weak,PartInhibit,Dry,Instability,Clear,None,Strong,Neutral,Increasing,None,Strong,None,Average,Clear,J,Neutral,Strong,LessThanAve,SIG,Neutral,MoreUnstable,IncCapDecIns,Clear,Dry,LVorOther,LittleChange,GJ,LV,CDEJ,LowAtStation,Steep,NoMajor,Other,DryMMoistL,CloseToDryAd,J,E_NE,CThruK,Other,Neutral,NIL,LessThanAve,SIG,Increasing,SIG
Moderate,Down,StrongPos,WeakUp,Westerly,Weak,N1GtLIGt_4,Cloudy,May15_Jun14,Neutral,Dry,Strong,None,Neutral,Instability,PC,PartInhibit,Strong,Neutral,Increasing,Weak,None,None,MoreUnstable,Cloudy,K,VeryWet,Strong,LessThanAve,SIG,Neutral,MoreUnstable,DecCapIncIns,Cloudy,Dry,LVorOther,SigPositive,ACEFK,AllElse,K,LowSHighN,ModerateOrLe,NoMajor,Other,DryMMoistL,CloseToDryAd,K,WidespdDnsl,CThruK,QStationary,VeryWet,SIG,LessThanAve,SIG,Decreasing,SIG
Moderate,StronUp,Negative,WeakUp,Westerly,None,N5GtLIGt_8,Cloudy,May15_Jun14,Neutral,Dry,None,PartInhibit,Neutral,Neutral,PC,PartInhibit,Strong,WeakUp,Increasing,Weak,None,None,MoreUnstable,PC,,Neutral,None,MoreThanAve,SIG,WeakUp,MoreUnstable,LittleChange,PC,VeryMoist,LVorOther,PosToNeg,B,LV,ABI,LowAtStation,CloseToDryAd,NoMajor,DenvCyclone,Other,Steep,,E_NE,AB,Moving,Wet,NIL,MoreThanAve,SIG,LittleChange,SIG
Weak,Down,StrongPos,WeakUp,DCVZFavor,None,N1GtLIGt_4,Clear,Aug20_Sep15,Neutral,Dry,Weak,Stifling,Dry,Stability,Clear,PartInhibit,Slight,WeakUp,Increasing,None,Weak,Marked,MoreUnstable,Clear,B,Neutral,Strong,Average,NIL,WeakUp,MoreUnstable,IncCapDecIns,Clear,Average,Westerly,SigNegative,B,SWQuad,ABI,LowMtsHighPl,ModerateOrLe,NoMajor,DenvCyclone,DryMMoistL,Steep,B,DenvCyclone,AB,Other,Neutral,SIG,Average,NIL,Increasing,SIG
Moderate,Neutral,Neutral,WeakUp,StrongWest,None,LILt_8,Clear,Aug20_Sep15,Down,Dry,Strong,Stifling,Dry,Instability,Clear,None,Slight,Down,LittleChange,None,Weak,None,MoreUnstable,Clear,E,Dry,Strong,MoreThanAve,SVR,Down,MoreUnstable,IncCapDecIns,Clear,Average,Westerly,LittleChange,ACEFK,AllElse,CDEJ,LowMtsHighPl,CloseToDryAd,NoMajor,E_W_N,MoistMDryL,CloseToDryAd,E,WidespdDnsl,CThruK,None,Dry,SIG,MoreThanAve,SVR,Increasing,SVR
Unfavorable,WeakUp,Neutral,StrongUp,StrongWest,None,N5GtLIGt_8,PC,Aug20_Sep15,Neutral,Neutral,None,PartInhibit,Wet,Neutral,PC,None,None,WeakUp,LittleChange,None,Weak,None,MoreUnstable,Cloudy,D,Wet,None,Average,NIL,WeakUp,MoreUnstable,IncCapDecIns,Cloudy,Average,Westerly,SigNegative,D,NWQuad,CDEJ,LowMtsHighPl,CloseToDryAd,MarkedUpper,None,DryMMoistL,Steep,D,LV,CThruK,None,VeryWet,NIL,Average,NIL,Increasing,NIL
Unfavorable,StronUp,Neutral,StrongUp,Westerly,None,N1GtLIGt_4,PC,Jul2_Jul15,StrongUp,Wet,Strong,Stifling,VeryWet,Neutral,Clear,PartInhibit,None,StrongUp,LittleChange,Weak,None,Marked,LessUnstable,Clear,B,VeryWet,Strong,MoreThanAve,NIL,StrongUp,LessUnstable,LittleChange,Clear,Average,LVorOther,SigPositive,B,SWQuad,ABI,LowMtsHighPl,Steep,OtherRapid,E_W_S,DryMMoistL,Steep,B,DenvCyclone,AB,Moving,VeryWet,SIG,MoreThanAve,NIL,LittleChange,SIG
Unfavorable,WeakUp,Negative,WeakUp,StrongWest,None,N5GtLIGt_8,Cloudy,Aug20_Sep15,Neutral,Dry,Weak,Stifling,VeryWet,Neutral,Clear,PartInhibit,None,WeakUp,Decreasing,None,Strong,None,Average,Clear,K,VeryWet,Strong,MoreThanAve,NIL,WeakUp,Average,IncCapDecIns,Clear,Dry,LVorOther,SigPositive,ACEFK,NWQuad,K,Other,ModerateOrLe,MarkedUpper,MovingFtorOt,Other,Steep,K,LongAnticyc,CThruK,Moving,VeryWet,NIL,MoreThanAve,NIL,Increasing,NIL
Weak,Neutral,Neutral,Neutral,DCVZFavor,Weak,N5GtLIGt_8,PC,May15_Jun14,Neutral,Dry,None,PartInhibit,Neutral,Neutral,Clear,None,Moderate,Neutral,LittleChange,Strong,Weak,None,LessUnstable,PC,B,Wet,None,LessThanAve,NIL,Neutral,LessUnstable,LittleChange,PC,Average,LVorOther,NegToPos,B,LV,ABI,HighEvrywher,Stable,MarkedUpper,DenvCyclone,MoistMDryL,CloseToDryAd,B,DenvCyclone,AB,None,Wet,NIL,LessThanAve,NIL,LittleChange,NIL
Moderate,Neutral,Neutral,StrongUp,Other,None,N1GtLIGt_4,Clear,Jul2_Jul15,Down,Dry,Weak,PartInhibit,Neutral,Stability,PC,PartInhibit,None,Down,LittleChange,Weak,None,Some,Average,Clear,C,Wet,Strong,Average,NIL,Down,Average,DecCapIncIns,Clear,Average,Westerly,SigPositive,ACEFK,AllElse,CDEJ,LowEvrywhere,CloseToDryAd,OtherRapid,None,Other,CloseToDryAd,C,LongAnticyc,CThruK,None,Dry,SIG,Average,NIL,Decreasing,SIG
Moderate,Down,Neutral,Neutral,Westerly,None,N1GtLIGt_4,PC,Jun15_Jul1,Down,Dry,Weak,PartInhibit,Dry,Stability,PC,Stifling,Slight,,Decreasing,Weak,None,Marked,Average,PC,A,Dry,Strong,Average,SVR,Neutral,LessUnstable,IncCapDecIns,,Average,Westerly,PosToNeg,ACEFK,SWQuad,ABI,LowSHighN,Steep,MarkedUpper,DenvCyclone,DryMMoistL,Steep,A,E_NE,AB,QStationary,Dry,SVR,Average,SVR,Increasing,SVR
Weak,Down,Negative,StrongUp,Westerly,Weak,N1GtLIGt_4,PC,Jul16_Aug10,StrongUp,Neutral,Strong,Stifling,Neutral,Instability,Clear,None,Slight,WeakUp,LittleChange,None,None,None,MoreUnstable,Clear,B,Neutral,Strong,Average,NIL,WeakUp,MoreUnstable,IncCapDecIns,Clear,Dry,LVorOther,SigPositive,B,AllElse,ABI,LowMtsHighPl,Steep,MarkedUpper,E_W_N,Other,Steep,B,SEQuad,AB,Moving,Neutral,NIL,Average,NIL,Increasing,NIL
Strong,Neutral,Neutral,StrongUp,StrongWest,Weak,N5GtLIGt_8,Clear,Aug20_Sep15,WeakUp,Wet,Weak,PartInhibit,Dry,Instability,PC,None,Moderate,WeakUp,Decreasing,Weak,Weak,None,MoreUnstable,PC,J,VeryWet,Strong,Average,SIG,WeakUp,Average,DecCapIncIns,Cloudy,Average,LVorOther,LittleChange,GJ,LV,CDEJ,LowAtStation,CloseToDryAd,NoMajor,DryLine,MoistMDryL,ModerateOrLe,J,DenvCyclone,CThruK,QStationary,VeryWet,SIG,Average,SIG,Decreasing,SIG
Weak,Neutral,Neutral,WeakUp,StrongWest,None,N5GtLIGt_8,Clear,Jul16_Aug10,WeakUp,Dry,Weak,PartInhibit,Wet,Instability,PC,PartInhibit,None,WeakUp,Decreasing,None,Strong,None,MoreUnstable,PC,I,Wet,Strong,Average,NIL,WeakUp,MoreUnstable,IncCapDecIns,Cloudy,,LVorOther,SigNegative,HI,AllElse,ABI,LowSHighN,CloseToDryAd,OtherRapid,MovingFtorOt,DryMMoistL,CloseToDryAd,I,E_NE,CThruK,QStationary,Neutral,,Average,NIL,Increasing,NIL
Moderate,Neutral,Neutral,StrongUp,DCVZFavor,None,LIGt0,PC,Jul16_Aug10,Neutral,Dry,Strong,Stifling,Dry,Stability,Clear,Stifling,None,WeakUp,LittleChange,Weak,Weak,Some,LessUnstable,Clear,G,Wet,Strong,Average,NIL,WeakUp,LessUnstable,DecCapIncIns,Clear,Dry,LVorOther,LittleChange,GJ,SWQuad,G,LowEvrywhere,CloseToDryAd,MarkedUpper,E_W_N,MoistMDryL,CloseToDryAd,G,WidespdDnsl,CThruK,Moving,VeryWet,SIG,Average,NIL,Decreasing,SIG
Strong,StronUp,Negative,WeakUp,Other,None,N1GtLIGt_4,PC,Aug20_Sep15,WeakUp,Neutral,Weak,Stifling,Neutral,Neutral,PC,PartInhibit,Strong,StrongUp,LittleChange,Weak,None,None,Average,Clear,C,Dry,Strong,Average,SIG,StrongUp,Average,DecCapIncIns,PC,Average,Westerly,NegToPos,ACEFK,NWQuad,CDEJ,LowAtStation,Steep,OtherRapid,E_W_N,MoistMDryL,CloseToDryAd,C,LongAnticyc,CThruK,None,Neutral,SIG,Average,SIG,Decreasing,SIG
Weak,WeakUp,Negative,Neutral,Westerly,None,N1GtLIGt_4,PC,Aug11_Aug20,Neutral,Wet,Weak,PartInhibit,Neutral,Instability,PC,Stifling,None,Neutral,,None,None,Marked,MoreUnstable,PC,B,Wet,Strong,Average,NIL,Neutral,Average,DecCapIncIns,PC,VeryMoist,Westerly,LittleChange,B,NWQuad,ABI,LowNHighS,ModerateOrLe,NoMajor,Other,DryMMoistL,Steep,B,DenvCyclone,AB,Other,Wet,SIG,Average,NIL,Decreasing,SIG
Strong,Neutral,Negative,,StrongWest,Weak,LIGt0,Clear,May15_Jun14,Down,Wet,Strong,Stifling,Neutral,Instability,Clear,None,Strong,Neutral,Decreasing,Strong,Weak,None,Average,Clear,G,Wet,Strong,Average,SIG,Neutral,LessUnstable,IncCapDecIns,Clear,Dry,Westerly,LittleChange,GJ,NWQuad,G,LowEvrywhere,CloseToDryAd,MarkedUpper,None,Other,CloseToDryAd,G,WidespdDnsl,CThruK,None,Wet,SIG,Average,SIG,Increasing,SIG
Weak,Down,Neutral,Neutral,DCVZFavor,None,N1GtLIGt_4,Clear,Jul2_Jul15,Neutral,Neutral,Weak,PartInhibit,Neutral,Neutral,PC,Stifling,None,Neutral,LittleChange,Strong,Strong,Some,Average,Cloudy,C,Neutral,Strong,Average,NIL,Neutral,Average,IncCapDecIns,Cloudy,Average,Westerly,SigPositive,ACEFK,NWQuad,CDEJ,LowEvrywhere,Steep,MarkedUpper,E_W_S,DryMMoistL,Steep,C,LongAnticyc,CThruK,None,Neutral,SVR,Average,,Increasing,SVR
Moderate,Neutral,Neutral,,DCVZFavor,None,N1GtLIGt_4,Cloudy,May15_Jun14,WeakUp,Neutral,None,PartInhibit,Neutral,Stability,PC,None,Strong,WeakUp,Decreasing,Strong,Weak,Some,LessUnstable,Cloudy,G,Neutral,None,Average,SIG,WeakUp,LessUnstable,IncCapDecIns,Cloudy,Dry,Westerly,,GJ,LV,G,LowEvrywhere,CloseToDryAd,MarkedUpper,Other,MoistMDryL,CloseToDryAd,G,LV,CThruK,None,Wet,NIL,Average,SIG,Increasing,SIG
Strong,Neutral,Neutral,Neutral,Westerly,Weak,N1GtLIGt_4,Clear,May15_Jun14,Neutral,Dry,Strong,None,Wet,Stability,PC,Stifling,Moderate,Neutral,Decreasing,Weak,None,Marked,LessUnstable,Clear,I,Wet,Strong,LessThanAve,SIG,Neutral,LessUnstable,IncCapDecIns,Clear,VeryMoist,Westerly,SigPositive,HI,SWQuad,ABI,LowSHighN,Steep,NoMajor,None,Other,Steep,I,E_NE,CThruK,Moving,Neutral,SIG,LessThanAve,SIG,Increasing,SIG
Moderate,Neutral,WeakPos,StrongUp,StrongWest,Weak,LIGt0,Clear,Jul16_Aug10,Neutral,VeryWet,Strong,Stifling,Wet,Stability,Clear,None,Strong,WeakUp,Increasing,Weak,Strong,None,LessUnstable,Clear,C,VeryWet,Strong,Average,SIG,WeakUp,LessUnstable,LittleChange,Clear,Dry,Westerly,LittleChange,ACEFK,NWQuad,CDEJ,LowEvrywhere,Steep,OtherRapid,E_W_N,Other,CloseToDryAd,C,LongAnticyc,CThruK,None,VeryWet,SIG,Average,SIG,LittleChange,SIG
Unfavorable,Neutral,Neutral,Neutral,DCVZFavor,None,N1GtLIGt_4,PC,Jun15_Jul1,StrongUp,Dry,Weak,PartInhibit,Dry,Neutral,Clear,PartInhibit,None,Neutral,LittleChange,Strong,Weak,None,LessUnstable,Clear,B,Dry,Strong,LessThanAve,NIL,Neutral,LessUnstable,IncCapDecIns,PC,VeryMoist,LVorOther,LittleChange,B,AllElse,ABI,LowMtsHighPl,Steep,MarkedUpper,DenvCyclone,Other,Steep,B,DenvCyclone,AB,Other,Neutral,SVR,LessThanAve,NIL,Increasing,SVR
